secao,descricao_secao,id_municipio,total_empresas_secao
M,Educação,3147402,1
M,Educação,3102852,1
M,Educação,3129509,1
M,Educação,3160702,1
M,Educação,3131109,1
M,Educação,3106408,1
M,Educação,3109907,1
M,Educação,3145000,1
M,Educação,3143807,1
M,Educação,3114402,1
M,Educação,3145109,1
M,Educação,3155306,1
M,Educação,3128303,1
M,Educação,3102605,1
M,Educação,3151008,1
M,Educação,3117801,1
M,Educação,3140506,1
M,Educação,3133402,1
M,Educação,3137106,1
M,Educação,3148707,1
M,Educação,3134905,1
M,Educação,3127388,1
M,Educação,3112703,1
M,Educação,3145901,1
M,Educação,3125705,1
M,Educação,3112505,1
M,Educação,3119302,1
M,Educação,3113206,1
M,Educação,3116506,1
M,Educação,3136009,1
M,Educação,3130408,1
M,Educação,3125101,1
M,Educação,3103405,1
M,Educação,3169604,1
M,Educação,3147907,1
M,Educação,3162005,1
M,Educação,3121258,1
M,Educação,3162500,1
M,Educação,3169356,1
M,Educação,3137700,1
M,Educação,3165537,1
M,Educação,3130051,1
M,Educação,3131901,1
M,Educação,3171006,1
M,Educação,3103504,1
M,Educação,3146255,1
M,Educação,3158003,1
M,Educação,3123528,1
M,Educação,3169505,1
M,Educação,3130606,1
M,Educação,3127602,1
M,Educação,3113404,1
M,Educação,3104205,1
M,Educação,3124104,1
M,Educação,3154903,1
M,Educação,3142403,1
M,Educação,3171600,1
M,Educação,3140852,1
M,Educação,3130705,1
M,Educação,3162203,1
M,Educação,3113503,1
M,Educação,3104304,1
M,Educação,3169307,1
M,Educação,3111200,1
M,Educação,3133501,1
M,Educação,3151602,1
M,Educação,3107505,1
M,Educação,3125309,1
M,Educação,3139904,1
M,Educação,3132503,1
M,Educação,3133303,1
M,Educação,3158102,1
M,Educação,3170800,1
M,Educação,3155603,1
M,Educação,3135704,1
M,Educação,3113701,1
M,Educação,3146107,1
M,Educação,3111804,1
M,Educação,3153608,1
M,Educação,3159902,1
M,Educação,3124005,1
M,Educação,3163003,1
M,Educação,3123205,1
M,Educação,3142007,1
M,Educação,3163904,1
M,Educação,3108404,1
M,Educação,3103009,1
M,Educação,3167103,1
M,Educação,3170701,1
M,Educação,3159001,1
M,Educação,3135050,1
M,Educação,3147303,1
M,Educação,3128501,1
M,Educação,3167400,1
M,Educação,3110707,1
M,Educação,3167806,1
M,Educação,3106002,1
M,Educação,3131505,1
M,Educação,3101904,1
M,Educação,3111606,1
M,Educação,3132404,1
M,Educação,3144300,1
M,Educação,3150703,1
M,Educação,3136603,1
M,Educação,3164308,1
M,Educação,3109105,1
M,Educação,3152808,1
M,Educação,3142908,1
M,Educação,3112307,1
M,Educação,3104106,1
M,Educação,3129707,1
M,Educação,3127107,1
M,Educação,3172004,1
M,Educação,3167608,1
M,Educação,3112604,1
M,Educação,3160108,1
M,Educação,3160405,1
M,Educação,3152105,1
M,Educação,3123601,1
M,Educação,3113008,1
M,Educação,3108305,1
M,Educação,3123007,1
M,Educação,3162906,1
M,Educação,3170057,1
M,Educação,3152303,1
M,Educação,3153707,1
M,Educação,3165909,1
M,Educação,3143104,1
M,Educação,3133808,1
M,Educação,3134400,1
M,Educação,3150158,1
M,Educação,3132206,1
M,Educação,3132107,1
M,Educação,3130903,1
M,Educação,3169406,1
M,Educação,3101102,1
M,Educação,3117504,1
M,Educação,3139300,1
M,Educação,3128402,1
M,Educação,3165404,1
M,Educação,3165107,1
M,Educação,3166709,1
M,Educação,3146305,1
M,Educação,3143450,1
M,Educação,3117900,1
M,Educação,3147204,1
M,Educação,3122009,1
M,Educação,3109006,1
M,Educação,3107307,1
M,Educação,3141801,1
M,Educação,3126109,1
M,Educação,3157005,1
M,Educação,3138807,1
M,Educação,3110509,1
M,Educação,3115300,1
M,Educação,3124203,1
M,Educação,3117603,1
M,Educação,3165578,1
M,Educação,3148509,1
M,Educação,3118403,1
M,Educação,3125804,1
M,Educação,3136306,1
M,Educação,3142809,1
M,Educação,3157807,1
M,Educação,3141108,1
M,Educação,3107406,1
M,Educação,3111309,1
M,Educação,3140803,1
M,Educação,3116605,1
M,Educação,3144359,1
M,Educação,3135076,1
M,Educação,3144607,1
M,Educação,3135357,1
M,Educação,3157336,1
M,Educação,3159605,1
M,Educação,3149309,1
M,Educação,3151503,1
M,Educação,3133600,1
M,Educação,3137601,1
M,Educação,3107901,1
M,Educação,3149101,1
M,Educação,3140209,1
M,Educação,3144375,1
M,Educação,3161908,1
M,Educação,3136520,1
M,Educação,3113305,1
M,Educação,3130101,1
M,Educação,3140001,1
M,Educação,3133758,1
M,Educação,3168002,1
M,Educação,3124500,1
M,Educação,3159209,1
M,Educação,3136207,1
M,Educação,3128709,1
M,Educação,3159803,1
M,Educação,3112000,1
M,Educação,3125002,1
M,Educação,3122207,1
M,Educação,3106101,1
M,Educação,3127206,1
M,Educação,3114501,1
M,Educação,3137205,1
M,Educação,3138609,1
M,Educação,3102308,1
M,Educação,3127503,1
M,Educação,3143401,1
M,Educação,3117876,1
M,Educação,3114204,1
M,Educação,3109402,1
M,Educação,3123700,1
M,Educação,3104908,1
M,Educação,3159357,1
M,Educação,3147709,1
M,Educação,3131000,1
M,Educação,3156304,1
M,Educação,3146404,1
M,Educação,3108206,1
M,Educação,3100500,1
M,Educação,3139805,1
M,Educação,3147808,1
M,Educação,3125408,1
M,Educação,3155801,1
M,Educação,3168804,1
M,Educação,3116803,1
M,Educação,3116159,1
M,Educação,3171402,1
M,Educação,3151404,1
M,Educação,3152501,1
M,Educação,3102506,1
M,Educação,3128808,1
M,Educação,3124302,1
M,Educação,3168705,1
M,Educação,3114303,1
M,Educação,3120201,1
M,Educação,3158904,1
M,Educação,3138658,1
M,Educação,3160801,1
M,Educação,3156106,1
M,Educação,3170206,1
M,Educação,3131703,1
M,Educação,3154606,1
M,Educação,3102100,1
M,Educação,3147600,1
M,Educação,3162948,1
M,Educação,3171154,1
M,Educação,3143302,1
M,Educação,3119104,1
M,Educação,3171303,1
M,Educação,3110004,1
M,Educação,3157203,1
M,Educação,3146909,1
M,Educação,3111903,1
M,Educação,3108909,1
M,Educação,3170909,1
M,Educação,3136702,1
M,Educação,3119401,1
M,Educação,3170404,1
M,Educação,3143203,1
M,Educação,3120805,1
M,Educação,3169802,1
M,Educação,3156809,1
M,Educação,3172202,1
M,Educação,3150901,1
M,Educação,3119955,1
M,Educação,3143906,1
M,Educação,3109709,1
M,Educação,3111101,1
M,Educação,3131802,1
M,Educação,3148608,1
M,Educação,3106507,1
M,Educação,3120607,1
M,Educação,3141207,1
M,Educação,3157708,1
M,Educação,3126000,1
M,Educação,3136900,1
M,Educação,3111408,1
M,Educação,3109600,1
M,Educação,3105905,1
M,Educação,3104403,1
M,Educação,3154408,1
M,Educação,3136652,1
M,Educação,3128006,1
M,Educação,3169901,1
M,Educação,3151800,1
M,Educação,3151206,1
M,Educação,3140704,1
M,Educação,3127701,1
M,Educação,3149952,1
M,Educação,3126901,1
M,Educação,3146008,1
M,Educação,3106200,1
M,Educação,3135100,1
M,Educação,3167202,1
M,Educação,3148004,1
M,Educação,3164407,1
M,Educação,3163706,1
M,Educação,3162104,1
M,Educação,3169703,1
M,Educação,3147006,1
M,Educação,3109303,1
M,Educação,3152131,1
M,Educação,3169208,1
M,Educação,3171808,1
M,Educação,3120409,1
M,Educação,3141405,1
M,Educação,3159506,1
M,Educação,3122306,1
M,Educação,3162401,1
M,Educação,3153905,1
M,Educação,3110301,1
M,Educação,3106903,1
M,Educação,3122702,1
M,Educação,3154200,1
M,Educação,3102001,1
M,Educação,3166808,1
M,Educação,3168408,1
M,Educação,3130002,1
M,Educação,3101607,1
M,Educação,3162807,1
M,Educação,3162708,1
M,Educação,3102209,1
M,Educação,3105608,1
M,Educação,3137536,1
M,Educação,3135209,1
M,Educação,3110905,1
M,Educação,3162575,1
M,Educação,3114808,1
M,Educação,3169000,1
M,Educação,3139508,1
M,Educação,3133204,1
M,Educação,3108552,1
M,Educação,3132909,1
M,Educação,3111002,1
M,Educação,3143005,1
M,Educação,3117306,1
M,Educação,3118007,1
M,Educação,3139706,1
M,Educação,3149804,1
M,Educação,3100906,1
M,Educação,3100302,1
M,Educação,3118304,1
M,Educação,3134202,1
M,Educação,3131208,1
M,Educação,3144003,1
M,Educação,3101706,1
M,Educação,3105301,1
M,Educação,3139409,1
M,Educação,3138203,1
M,Educação,3111507,1
M,Educação,3115508,1
M,Educação,3108008,1
M,Educação,3102902,1
M,Educação,3101805,1
M,Educação,3160009,1
M,Educação,3166907,1
M,Educação,3104502,1
M,Educação,3124906,1
M,Educação,3118908,1
M,Educação,3168606,1
M,Educação,3145208,1
M,Educação,3154804,1
M,Educação,3148103,1
M,Educação,3126703,1
M,Educação,3115359,1
M,Educação,3121605,1
M,Educação,3102803,1
M,Educação,3138351,1
M,Educação,3141009,1
M,Educação,3161007,1
M,Educação,3158300,1
M,Educação,3100807,1
M,Educação,3120300,1
M,Educação,3156908,1
M,Educação,3169109,1
M,Educação,3105103,1
M,Educação,3106309,1
F,Construção,3145901,1
F,Construção,3151206,1
F,Construção,3134905,1
F,Construção,3155603,1
F,Construção,3135803,1
F,Construção,3120409,1
F,Construção,3151701,1
F,Construção,3145307,1
F,Construção,3114006,1
F,Construção,3160454,1
F,Construção,3171105,1
F,Construção,3134509,1
F,Construção,3153103,1
F,Construção,3141207,1
F,Construção,3136520,1
F,Construção,3121506,1
F,Construção,3143302,1
F,Construção,3152501,1
F,Construção,3165602,1
F,Construção,3158953,1
F,Construção,3165503,1
F,Construção,3121407,1
F,Construção,3115102,1
F,Construção,3152402,1
F,Construção,3167806,1
F,Construção,3166808,1
F,Construção,3155306,1
F,Construção,3163102,1
F,Construção,3132701,1
F,Construção,3168101,1
F,Construção,3117603,1
F,Construção,3161007,1
F,Construção,3156700,1
F,Construção,3132206,1
F,Construção,3169307,1
F,Construção,3143906,1
F,Construção,3152303,1
F,Construção,3114550,1
F,Construção,3147006,1
F,Construção,3144607,1
F,Construção,3156007,1
F,Construção,3139201,1
F,Construção,3125200,1
F,Construção,3148806,1
F,Construção,3127503,1
F,Construção,3163201,1
F,Construção,3148756,1
F,Construção,3169505,1
F,Construção,3166600,1
F,Construção,3153400,1
F,Construção,3148608,1
F,Construção,3124005,1
F,Construção,3139003,1
F,Construção,3125952,1
F,Construção,3112000,1
F,Construção,3104452,1
F,Construção,3140407,1
F,Construção,3153806,1
F,Construção,3162658,1
F,Construção,3164803,1
F,Construção,3118502,1
F,Construção,3164902,1
F,Construção,3125101,1
F,Construção,3162104,1
F,Construção,3109303,1
F,Construção,3139508,1
F,Construção,3145604,1
F,Construção,3104908,1
F,Construção,3167707,1
F,Construção,3127602,1
F,Construção,3158300,1
F,Construção,3108008,1
F,Construção,3130200,1
F,Construção,3170750,1
F,Construção,3122454,1
F,Construção,3127354,1
F,Construção,3145356,1
F,Construção,3165800,1
F,Construção,3144201,1
F,Construção,3136306,1
F,Construção,3121605,1
F,Construção,3124104,1
F,Construção,3125705,1
F,Construção,3106903,1
F,Construção,3114501,1
F,Construção,3159209,1
F,Construção,3148202,1
F,Construção,3162302,1
F,Construção,3101409,1
F,Construção,3127073,1
F,Construção,3150208,1
F,Construção,3138906,1
F,Construção,3145372,1
F,Construção,3145059,1
F,Construção,3147501,1
F,Construção,3103108,1
F,Construção,3134202,1
F,Construção,3140555,1
F,Construção,3137205,1
F,Construção,3133105,1
F,Construção,3108552,1
F,Construção,3146107,1
F,Construção,3110608,1
F,Construção,3155504,1
F,Construção,3164100,1
F,Construção,3134707,1
F,Construção,3151404,1
F,Construção,3156452,1
F,Construção,3155009,1
F,Construção,3124401,1
F,Construção,3108909,1
F,Construção,3107802,1
F,Construção,3106002,1
F,Construção,3146404,1
F,Construção,3150109,1
F,Construção,3137601,1
F,Construção,3103504,1
F,Construção,3159803,1
F,Construção,3105905,1
F,Construção,3152808,1
F,Construção,3142304,1
F,Construção,3126950,1
F,Construção,3108107,1
F,Construção,3157377,1
F,Construção,3135506,1
F,Construção,3112406,1
F,Construção,3118908,1
F,Construção,3150406,1
F,Construção,3117009,1
F,Construção,3152131,1
F,Construção,3138658,1
F,Construção,3163003,1
F,Construção,3150000,1
F,Construção,3160603,1
F,Construção,3138401,1
F,Construção,3119401,1
F,Construção,3110905,1
F,Construção,3131901,1
F,Construção,3155108,1
F,Construção,3126703,1
F,Construção,3109253,1
F,Construção,3164001,1
F,Construção,3114204,1
F,Construção,3162575,1
F,Construção,3123528,1
F,Construção,3135704,1
F,Construção,3126406,1
F,Construção,3135357,1
F,Construção,3138302,1
F,Construção,3155207,1
F,Construção,3127370,1
F,Construção,3140100,1
F,Construção,3104700,1
F,Construção,3104007,1
F,Construção,3172004,1
F,Construção,3140001,1
F,Construção,3129509,1
F,Construção,3135050,1
F,Construção,3120607,1
F,Construção,3119302,1
F,Construção,3117702,1
F,Construção,3118700,1
F,Construção,3162609,1
F,Construção,3109709,1
F,Construção,3107604,1
F,Construção,3115706,1
F,Construção,3145406,1
F,Construção,3115458,1
F,Construção,3100500,1
F,Construção,3137106,1
F,Construção,3113107,1
F,Construção,3122108,1
F,Construção,3154507,1
F,Construção,3127339,1
F,Construção,3129202,1
F,Construção,3169356,1
F,Construção,3140704,1
F,Construção,3119104,1
F,Construção,3168408,1
F,Construção,3101508,1
F,Construção,3133709,1
F,Construção,3136652,1
F,Construção,3142700,1
F,Construção,3110301,1
F,Construção,3158003,1
F,Construção,3138104,1
F,Construção,3113701,1
F,Construção,3167103,1
F,Construção,3120003,1
F,Construção,3124500,1
F,Construção,3102100,1
F,Construção,3171709,1
F,Construção,3121100,1
F,Construção,3159100,1
F,Construção,3161601,1
F,Construção,3123502,1
F,Construção,3103405,1
F,Construção,3111309,1
F,Construção,3114303,1
F,Construção,3118809,1
F,Construção,3129905,1
F,Construção,3103900,1
F,Construção,3116902,1
F,Construção,3139805,1
F,Construção,3134608,1
F,Construção,3126307,1
F,Construção,3110400,1
F,Construção,3166501,1
F,Construção,3162252,1
F,Construção,3117405,1
F,Construção,3142502,1
F,Construção,3132008,1
F,Construção,3116209,1
F,Construção,3136900,1
F,Construção,3141009,1
F,Construção,3101607,1
F,Construção,3122504,1
F,Construção,3112109,1
F,Construção,3111903,1
F,Construção,3150703,1
F,Construção,3154804,1
F,Construção,3131158,1
F,Construção,3130408,1
F,Construção,3165206,1
F,Construção,3164605,1
F,Construção,3143807,1
F,Construção,3131604,1
F,Construção,3122702,1
F,Construção,3167905,1
F,Construção,3130655,1
F,Construção,3140803,1
F,Construção,3132503,1
F,Construção,3109402,1
F,Construção,3139607,1
F,Construção,3135407,1
F,Construção,3159902,1
F,Construção,3126000,1
F,Construção,3154002,1
F,Construção,3121803,1
F,Construção,3147600,1
F,Construção,3161700,1
F,Construção,3168804,1
F,Construção,3105301,1
F,Construção,3109600,1
F,Construção,3153301,1
F,Construção,3106200,1
F,Construção,3170206,1
F,Construção,3119005,1
F,Construção,3114600,1
F,Construção,3119203,1
F,Construção,3169109,1
F,Construção,3169406,1
F,Construção,3120805,1
F,Construção,3140159,1
F,Construção,3146503,1
F,Construção,3163300,1
F,Construção,3118106,1
F,Construção,3165701,1
F,Construção,3138674,1
F,Construção,3125507,1
F,Construção,3156304,1
F,Construção,3129004,1
F,Construção,3137908,1
F,Construção,3123908,1
F,Construção,3109501,1
F,Construção,3169000,1
F,Construção,3140308,1
F,Construção,3153608,1
F,Construção,3158201,1
F,Construção,3146206,1
F,Construção,3144375,1
F,Construção,3154408,1
F,Construção,3122801,1
F,Construção,3115607,1
F,Construção,3122306,1
F,Construção,3162807,1
F,Construção,3171154,1
F,Construção,3124302,1
F,Construção,3137700,1
F,Construção,3116100,1
F,Construção,3160900,1
F,Construção,3118403,1
F,Construção,3154903,1
F,Construção,3120508,1
F,Construção,3124906,1
F,Construção,3108255,1
F,Construção,3153707,1
F,Construção,3106705,1
F,Construção,3167202,1
F,Construção,3132404,1
F,Construção,3123601,1
F,Construção,3100302,1
F,Construção,3126901,1
F,Construção,3142908,1
F,Construção,3111705,1
F,Construção,3155702,1
F,Construção,3145455,1
F,Construção,3122900,1
F,Construção,3162203,1
F,Construção,3135076,1
F,Construção,3132602,1
F,Construção,3127206,1
F,Construção,3112901,1
F,Construção,3171402,1
F,Construção,3165552,1
F,Construção,3163805,1
F,Construção,3130804,1
F,Construção,3106655,1
F,Construção,3170305,1
F,Construção,3163706,1
F,Construção,3131307,1
F,Construção,3171303,1
F,Construção,3144102,1
F,Construção,3144359,1
F,Construção,3119500,1
F,Construção,3146305,1
F,Construção,3143500,1
F,Construção,3111804,1
F,Construção,3100104,1
F,Construção,3121258,1
F,Construção,3125903,1
F,Construção,3125309,1
F,Construção,3146602,1
F,Construção,3117900,1
F,Construção,3145208,1
F,Construção,3107406,1
F,Construção,3147105,1
F,Construção,3104304,1
F,Construção,3144706,1
F,Construção,3147808,1
F,Construção,3115508,1
F,Construção,3120102,1
F,Construção,3130507,1
F,Construção,3128501,1
F,Construção,3144508,1
F,Construção,3140530,1
F,Construção,3100708,1
F,Construção,3160207,1
F,Construção,3128808,1
F,Construção,3146552,1
F,Construção,3171204,1
F,Construção,3171808,1
F,Construção,3154606,1
F,Construção,3153509,1
F,Construção,3133402,1
F,Construção,3135902,1
F,Construção,3108701,1
F,Construção,3148707,1
F,Construção,3109105,1
F,Construção,3163904,1
F,Construção,3101300,1
F,Construção,3136108,1
F,Construção,3151305,1
F,Construção,3149101,1
F,Construção,3122009,1
F,Construção,3130903,1
F,Construção,3135209,1
F,Construção,3139904,1
F,Construção,3136207,1
F,Construção,3112307,1
F,Construção,3116407,1
F,Construção,3168903,1
F,Construção,3125606,1
F,Construção,3133204,1
F,Construção,3165008,1
F,Construção,3142403,1
F,Construção,3138708,1
F,Construção,3141702,1
F,Construção,3120870,1
F,Construção,3160306,1
F,Construção,3138005,1
F,Construção,3167301,1
F,Construção,3114907,1
F,Construção,3147303,1
F,Construção,3111002,1
F,Construção,3120201,1
F,Construção,3102001,1
F,Construção,3149705,1
F,Construção,3152907,1
F,Construção,3143005,1
F,Construção,3123858,1
F,Construção,3156809,1
F,Construção,3159605,1
F,Construção,3142205,1
F,Construção,3132107,1
F,Construção,3119807,1
F,Construção,3112653,1
F,Construção,3166303,1
F,Construção,3135308,1
F,Construção,3107901,1
F,Construção,3167004,1
F,Construção,3127800,1
F,Construção,3128253,1
F,Construção,3102803,1
F,Construção,3133303,1
F,Construção,3113404,1
F,Construção,3161106,1
F,Construção,3117207,1
F,Construção,3150901,1
F,Construção,3156403,1
F,Construção,3150570,1
F,Construção,3121902,1
F,Construção,3108800,1
F,Construção,3151909,1
F,Construção,3134103,1
F,Construção,3136579,1
F,Construção,3118304,1
F,Construção,3138807,1
F,Construção,3114105,1
F,Construção,3154150,1
F,Construção,3162708,1
F,Construção,3170800,1
F,Construção,3165305,1
F,Construção,3164407,1
F,Construção,3139250,1
F,Construção,3130002,1
F,Construção,3161650,1
F,Construção,3166956,1
F,Construção,3138609,1
F,Construção,3135100,1
F,Construção,3148004,1
F,Construção,3134400,1
F,Construção,3111200,1
F,Construção,3170404,1
F,Construção,3115300,1
F,Construção,3129103,1
F,Construção,3149507,1
F,Construção,3141405,1
F,Construção,3111507,1
F,Construção,3164506,1
F,Construção,3113800,1
F,Construção,3134301,1
F,Construção,3158409,1
F,Construção,3101904,1
F,Construção,3101102,1
F,Construção,3143203,1
F,Construção,3137809,1
F,Construção,3147402,1
F,Construção,3106309,1
F,Construção,3123106,1
F,Construção,3129707,1
F,Construção,3126604,1
F,Construção,3132800,1
F,Construção,3100203,1
F,Construção,3156106,1
F,Construção,3144672,1
F,Construção,3157609,1
F,Construção,3130606,1
F,Construção,3164472,1
F,Construção,3159506,1
F,Construção,3105509,1
F,Construção,3127388,1
F,Construção,3129657,1
F,Construção,3103751,1
F,Construção,3109006,1
F,Construção,3111408,1
F,Construção,3132305,1
F,Construção,3155801,1
F,Construção,3164308,1
F,Construção,3169604,1
F,Construção,3170479,1
F,Construção,3170909,1
F,Construção,3156908,1
F,Construção,3170529,1
F,Construção,3137304,1
F,Construção,3148905,1
F,Construção,3143450,1
F,Construção,3169059,1
F,Construção,3102407,1
F,Construção,3168705,1
F,Construção,3139409,1
F,Construção,3170701,1
F,Construção,3136504,1
F,Construção,3127305,1
F,Construção,3162922,1
F,Construção,3115904,1
F,Construção,3128006,1
F,Construção,3153905,1
F,Construção,3137536,1
F,Construção,3154101,1
F,Construção,3110202,1
F,Construção,3107000,1
F,Construção,3130051,1
F,Construção,3113909,1
F,Construção,3133501,1
F,Construção,3135001,1
F,Construção,3115474,1
F,Construção,3120706,1
F,Construção,3156502,1
F,Construção,3120300,1
F,Construção,3138203,1
F,Construção,3155900,1
F,Construção,3141108,1
F,Construção,3133808,1
F,Construção,3167608,1
F,Construção,3133600,1
F,Construção,3100906,1
F,Construção,3141504,1
F,Construção,3137403,1
F,Construção,3152709,1
F,Construção,3137007,1
F,Construção,3106606,1
F,Construção,3138351,1
F,Construção,3117504,1
F,Construção,3116803,1
F,Construção,3106507,1
F,Construção,3119708,1
F,Construção,3154200,1
F,Construção,3128709,1
F,Construção,3144805,1
F,Construção,3104106,1
F,Construção,3171600,1
F,Construção,3154309,1
F,Construção,3116704,1
F,Construção,3140852,1
F,Construção,3172103,1
F,Construção,3128600,1
F,Construção,3113602,1
F,Construção,3163409,1
F,Construção,3142601,1
F,Construção,3148400,1
F,Construção,3165107,1
